year,source_country_region,dest_country_region,s2d_d2s_ratio,yoy_change
2022,India,Netherlands,3.505775076,0.578085574
2020,India,New Zealand,4.21875,
2021,India,New Zealand,1.666237113,-0.605040092
2021,India,Nigeria,1.053658537,
2022,India,Nigeria,1.523255814,0.445682601
2020,India,Poland,1.603174603,
2021,India,Poland,2.258823529,0.408969132
2022,India,Poland,3.286594761,0.455002889
2019,India,Qatar,0.658403361,
2020,India,Qatar,1.141973573,0.734458905
2021,India,Qatar,1.242239186,0.087800291
2022,India,Qatar,2.239674229,0.802933167
2019,India,Saudi Arabia,0.973373676,
2020,India,Saudi Arabia,1.02956636,0.057729817
2021,India,Saudi Arabia,0.867774439,-0.157145695
2022,India,Saudi Arabia,1.920321932,1.212927514
2019,India,Singapore,0.797425474,
2020,India,Singapore,1.201223242,0.506376809
2021,India,Singapore,0.804267973,-0.330459198
2022,India,Singapore,1.899474238,1.361742979
2020,India,South Africa,1.118243243,
2021,India,South Africa,1.03986711,-0.070088627
2022,India,South Africa,1.126785714,0.083586262
2019,India,Sweden,1.39965096,
2020,India,Sweden,2.58946213,0.850077058
2021,India,Sweden,2.699897225,0.04264789
2022,India,Sweden,3.843291995,0.423495665
2019,India,Switzerland,1.502803738,
2020,India,Switzerland,1.458823529,-0.029265438
2021,India,Switzerland,1.748287671,0.198423
2022,India,Switzerland,2.010714286,0.150104939
2020,India,Thailand,1.285433071,
2021,India,Thailand,0.905245347,-0.295766254
2022,India,Thailand,1.482078853,0.63721234
2019,India,United Arab Emirates,0.665761689,
2020,India,United Arab Emirates,1.451406091,1.180068505
2021,India,United Arab Emirates,1.79490224,0.236664399
2022,India,United Arab Emirates,2.160532636,0.203704908
2019,India,United Kingdom,1.527037417,
2020,India,United Kingdom,1.785592877,0.169318353
2021,India,United Kingdom,3.089120275,0.730024976
2022,India,United Kingdom,5.022480299,0.625861038
2019,India,United States,1.378292826,
2020,India,United States,1.027931115,-0.254199764
2021,India,United States,1.743046042,0.695683706
2022,India,United States,2.694240792,0.545708333
2019,Indonesia,Australia,1.165432099,
2020,Indonesia,Australia,0.976123596,-0.162436322
2021,Indonesia,Australia,0.780678851,-0.200225407
2022,Indonesia,Australia,2.273298429,1.911950831
2022,Indonesia,India,0.814814815,
2020,Indonesia,Malaysia,0.678543151,
2021,Indonesia,Malaysia,0.794017094,0.170179218
2022,Indonesia,Malaysia,1.175347222,0.480254306
2020,Indonesia,Singapore,0.887640449,
2021,Indonesia,Singapore,0.837931034,-0.056001746
2022,Indonesia,Singapore,1.344436033,0.604470986
2020,Indonesia,United Kingdom,0.880980163,
2021,Indonesia,United Kingdom,1.333333333,0.513465784
2022,Indonesia,United Kingdom,1.668797954,0.251598465
2019,Indonesia,United States,0.477771826,
2020,Indonesia,United States,0.420458433,-0.119959759
2021,Indonesia,United States,0.64921666,0.544068591
2022,Indonesia,United States,1.105215827,0.702383649
2020,Ireland,Australia,0.738451087,
2021,Ireland,Australia,0.808805031,0.095272315
2022,Ireland,Australia,2.177824268,1.692644312
2020,Ireland,Brazil,0.636626042,
2021,Ireland,Brazil,0.693548387,0.089412529
2022,Ireland,Brazil,0.301814516,-0.564825581
2020,Ireland,Canada,0.915936953,
2021,Ireland,Canada,1.195725534,0.305467075
2022,Ireland,Canada,1.903748734,0.592128527
2020,Ireland,France,1.206549118,
2021,Ireland,France,1.080363912,-0.104583563
2022,Ireland,France,0.808815112,-0.251349381
2020,Ireland,Germany,1.529769137,
2021,Ireland,Germany,1.54415011,0.009400747
2022,Ireland,Germany,1.075667656,-0.303391783
2020,Ireland,India,0.267991569,
2021,Ireland,India,0.241688281,-0.098149684
2022,Ireland,India,0.152150287,-0.370468909
2020,Ireland,Italy,0.854379977,
2021,Ireland,Italy,0.941822173,0.102345793
2022,Ireland,Italy,0.572888283,-0.391723513
2021,Ireland,Netherlands,1.835294118,
2022,Ireland,Netherlands,1.503008424,-0.181053103
2021,Ireland,Portugal,1.121856867,
2022,Ireland,Portugal,0.948101266,-0.154882148
2019,Ireland,Spain,1.980506823,
2020,Ireland,Spain,1.036452005,-0.476673348
2021,Ireland,Spain,1.106459948,0.067545765
2022,Ireland,Spain,0.883121597,-0.201849467
2021,Ireland,United Arab Emirates,0.846511628,
2022,Ireland,United Arab Emirates,0.782389937,-0.075748151
2019,Ireland,United Kingdom,1.057165862,
2020,Ireland,United Kingdom,0.806070826,-0.237517162
2021,Ireland,United Kingdom,1.18303312,0.467654059
2022,Ireland,United Kingdom,1.291189931,0.091423316
2019,Ireland,United States,2.412356322,
2020,Ireland,United States,0.737316798,-0.694358254
2021,Ireland,United States,0.942449355,0.278214951
2022,Ireland,United States,0.822360617,-0.127421954
2020,Israel,United Kingdom,0.84202454,
2021,Israel,United Kingdom,0.882962963,0.048619038
2022,Israel,United Kingdom,0.954074074,0.080536913
2019,Israel,United States,2.123517787,
2020,Israel,United States,0.805831464,-0.620520502
2021,Israel,United States,0.893825547,0.109196633
2022,Israel,United States,1.127516779,0.261450606
2022,Italy,Argentina,0.28051143,
2019,Italy,Australia,1.098820059,
2020,Italy,Australia,0.661702128,-0.397806654
2022,Italy,Austria,1.848,
2019,Italy,Belgium,2.204737733,
2020,Italy,Belgium,1.61010101,-0.269708598
2021,Italy,Belgium,1.607335491,-0.001717606
2022,Italy,Belgium,2.001098901,0.244978981
2020,Italy,Brazil,0.488143436,
2021,Italy,Brazil,0.481283422,-0.014053273
2022,Italy,Brazil,0.394280763,-0.180772193
2022,Italy,Canada,1.915547025,
2019,Italy,France,1.534701857,
2020,Italy,France,1.275101026,-0.169153918
2021,Italy,France,1.195699595,-0.062270698
2022,Italy,France,1.351502652,0.130302843
2019,Italy,Germany,1.760041732,
2020,Italy,Germany,1.653283302,-0.060656761
2021,Italy,Germany,1.572286894,-0.048991245
2022,Italy,Germany,1.646414343,0.047146261
2020,Italy,India,0.560329068,
2021,Italy,India,0.470494418,-0.160324807
2022,Italy,India,0.437362637,-0.070419072
2020,Italy,Ireland,1.170439414,
2021,Italy,Ireland,1.061771562,-0.092843637
2022,Italy,Ireland,1.745541023,0.64398924
2020,Italy,Netherlands,1.49609883,
2021,Italy,Netherlands,1.479610469,-0.011020904
2022,Italy,Netherlands,1.841709994,0.244726253
2021,Italy,Poland,1.171270718,
2022,Italy,Poland,1.063664596,-0.091871265
2021,Italy,Portugal,1.311973019,
2022,Italy,Portugal,1.54735376,0.179409743
2019,Italy,Spain,1.66989011,
2020,Italy,Spain,1.157560706,-0.306804262
2021,Italy,Spain,1.286200495,0.111130058
2022,Italy,Spain,1.622751176,0.26166269
2019,Italy,Switzerland,1.965283019,
2020,Italy,Switzerland,1.968287526,0.001528791
2021,Italy,Switzerland,1.837389953,-0.066503278
2022,Italy,Switzerland,2.45,0.333413191
2020,Italy,Turkey,0.826725404,
2022,Italy,Turkey,0.437935844,
2020,Italy,United Arab Emirates,0.837997054,
2021,Italy,United Arab Emirates,1.17398374,0.400940175
2022,Italy,United Arab Emirates,1.485759494,0.26557076
2019,Italy,United Kingdom,1.021327582,
2020,Italy,United Kingdom,0.942955074,-0.076735916
2021,Italy,United Kingdom,0.784338714,-0.168212001
2022,Italy,United Kingdom,0.971925884,0.239166022
2019,Italy,United States,1.067058096,
2020,Italy,United States,0.80756396,-0.243186512
2021,Italy,United States,0.963463066,0.193048617
2022,Italy,United States,1.202845229,0.248460135
2022,Jamaica,United States,2.507168459,
2020,Japan,Australia,0.78470255,
2022,Japan,Australia,1.292604502,
2020,Japan,Canada,0.815249267,
2021,Japan,Canada,1.078175896,0.322510721
2022,Japan,Canada,1.089655172,0.010646942
2020,Japan,China,0.948506694,
2021,Japan,China,1.232018561,0.298903391
2022,Japan,China,2.102316602,0.706400105
2020,Japan,France,1.133248731,
2021,Japan,France,1.213261649,0.070604904
2022,Japan,France,0.69222097,-0.429454504
2020,Japan,Germany,1.268421053,
2022,Japan,Germany,0.953424658,
2019,Japan,India,1.256684492,
2020,Japan,India,0.631578947,-0.497424412
2021,Japan,India,0.781034483,0.236637931
2022,Japan,India,0.469367589,-0.399043705
2020,Japan,Singapore,0.823459716,
2021,Japan,Singapore,0.719786096,-0.12590005
2022,Japan,Singapore,1.054309327,0.464753671
2020,Japan,United Kingdom,0.777462792,
2021,Japan,United Kingdom,1.091225022,0.40357202
2022,Japan,United Kingdom,0.980420595,-0.101541318
2019,Japan,United States,2.697399527,
2020,Japan,United States,0.80336,-0.70217241
2021,Japan,United States,0.929709632,0.157276478
2022,Japan,United States,0.989134126,0.063917262
2020,Jordan,Saudi Arabia,1.280353201,
2021,Jordan,Saudi Arabia,1.68729097,0.31783243
2022,Jordan,Saudi Arabia,1.945632799,0.15311042
2020,Jordan,United Arab Emirates,1.371640408,
2021,Jordan,United Arab Emirates,1.760839161,0.283746929
2022,Jordan,United Arab Emirates,1.950188679,0.107533682
2022,Jordan,United States,2.301164725,
2020,Kenya,United Kingdom,1.094269871,
2021,Kenya,United Kingdom,1.544954128,0.411858418
2022,Kenya,United Kingdom,1.882142857,0.218251612
2020,Kenya,United States,0.775473934,
2021,Kenya,United States,1.068581477,0.377972142
2022,Kenya,United States,1.401719902,0.311757626
2020,Lebanon,United Arab Emirates,4.001474926,
2021,Lebanon,United Arab Emirates,5.185461323,0.295887496
2022,Lebanon,United Arab Emirates,3.6248,-0.300968656
2022,Lebanon,United States,2.663101604,
2020,Luxembourg,Belgium,0.493658537,
2021,Luxembourg,Belgium,0.682092555,0.381709228
2022,Luxembourg,Belgium,0.604366812,-0.113951901
2019,Luxembourg,France,0.597721297,
2020,Luxembourg,France,0.438194899,-0.266890939
2021,Luxembourg,France,0.548284808,0.251235033
2022,Luxembourg,France,0.543203999,-0.009266734
2020,Luxembourg,Germany,0.628395062,
2021,Luxembourg,Germany,0.906810036,0.443057228
2022,Luxembourg,Germany,0.826903024,-0.0881188
2019,Malaysia,Australia,1.959459459,
2020,Malaysia,Australia,0.678640777,-0.65365919
2021,Malaysia,Australia,0.638390093,-0.059310736
2022,Malaysia,Australia,2.028121485,2.176931327
2019,Malaysia,India,1.03088042,
2020,Malaysia,India,0.900404449,-0.126567514
2021,Malaysia,India,1.601143674,0.778249403
2022,Malaysia,India,0.709146077,-0.557100285
2020,Malaysia,Indonesia,1.473745624,
2021,Malaysia,Indonesia,1.25941873,-0.145430046
2022,Malaysia,Indonesia,0.850812408,-0.324440404
2019,Malaysia,Singapore,1.821917808,
2020,Malaysia,Singapore,2.167166738,0.189497533
2021,Malaysia,Singapore,1.962529274,-0.094426267
2022,Malaysia,Singapore,3.01351905,0.535528203
2019,Malaysia,United Kingdom,0.939393939,
2020,Malaysia,United Kingdom,0.568298028,-0.395037583
2021,Malaysia,United Kingdom,1.03711448,0.82494823
2022,Malaysia,United Kingdom,1.793319415,0.729143166
2019,Malaysia,United States,1.083138173,
2020,Malaysia,United States,0.56504746,-0.478323751
2021,Malaysia,United States,0.900698216,0.594022237
2022,Malaysia,United States,1.311808118,0.456434681
2022,Mexico,Argentina,0.586005831,
2020,Mexico,Brazil,0.809869376,
2021,Mexico,Brazil,0.703910615,-0.130834385
2022,Mexico,Brazil,0.787831513,0.119220959
2019,Mexico,Canada,2.075286416,
2020,Mexico,Canada,1.681735986,-0.189636682
2021,Mexico,Canada,2.79524302,0.662117624
2022,Mexico,Canada,2.86852861,0.026217968
2020,Mexico,Colombia,0.659945005,
2021,Mexico,Colombia,0.517676768,-0.215575898
2022,Mexico,Colombia,0.553108808,0.068444332
2019,Mexico,France,1.818996416,
2020,Mexico,France,1.463963964,-0.195180402
2021,Mexico,France,1.358778626,-0.071849677
2022,Mexico,France,1.209195402,-0.11008653
2019,Mexico,Germany,2.220502901,
2020,Mexico,Germany,2.012658228,-0.093602523
2021,Mexico,Germany,2.018771331,0.003037328
2022,Mexico,Germany,1.639947438,-0.18765072
2019,Mexico,Spain,1.543942993,
2020,Mexico,Spain,1.170327208,-0.24198807
2021,Mexico,Spain,1.432174888,0.223738864
2022,Mexico,Spain,1.542635659,0.07712799
2020,Mexico,United Kingdom,1.143979058,
2021,Mexico,United Kingdom,1.299552906,0.135993616
2022,Mexico,United Kingdom,1.539039039,0.184283481
2019,Mexico,United States,1.770594966,
2020,Mexico,United States,1.361927643,-0.23080791
2021,Mexico,United States,1.827268677,0.341678236
2022,Mexico,United States,2.108289958,0.153793082
2019,Morocco,France,11.84563758,
2020,Morocco,France,4.537740503,-0.616927289
2021,Morocco,France,3.670286707,-0.191164258
2022,Morocco,France,3.614020951,-0.015330071
2022,Morocco,United Arab Emirates,2.161033797,
2021,Morocco,United States,1.816216216,
2022,Morocco,United States,2.12962963,0.172563933
2020,Netherlands,Australia,0.630360206,
2021,Netherlands,Australia,0.78611898,0.247094872
2022,Netherlands,Australia,1.230769231,0.565627166
2022,Netherlands,Austria,1.104504505,
2020,Netherlands,Belgium,0.963393171,
2021,Netherlands,Belgium,1.021886792,0.06071625
2022,Netherlands,Belgium,1.105717368,0.08203509
2022,Netherlands,Brazil,0.399745385,
2020,Netherlands,Canada,0.831724138,
2021,Netherlands,Canada,0.890756303,0.070975654
2022,Netherlands,Canada,1.020238095,0.145361635
2020,Netherlands,Denmark,1.001782531,
2022,Netherlands,Denmark,1.177419355,
2020,Netherlands,France,0.777686628,
2021,Netherlands,France,0.771054783,-0.008527657
2022,Netherlands,France,0.775257732,0.005450908
2020,Netherlands,Germany,1.056540084,
2021,Netherlands,Germany,1.053439933,-0.002934249
2022,Netherlands,Germany,0.940610546,-0.107105667
2020,Netherlands,Greece,0.598802395,
2021,Netherlands,Greece,0.425427873,-0.289535452
2022,Netherlands,Greece,0.375157629,-0.118163963
2020,Netherlands,India,0.540027605,
2021,Netherlands,India,0.450138854,-0.166452142
2022,Netherlands,India,0.285243628,-0.366320803
2021,Netherlands,Ireland,0.544871795,
2022,Netherlands,Ireland,0.665332266,0.221080394
2020,Netherlands,Italy,0.668405041,
2021,Netherlands,Italy,0.675853558,0.011143717
2022,Netherlands,Italy,0.542973651,-0.196610501
2020,Netherlands,Poland,0.717921527,
2021,Netherlands,Poland,0.608326253,-0.152656342
2022,Netherlands,Poland,0.528138528,-0.131816973
2020,Netherlands,Portugal,0.738527215,
2021,Netherlands,Portugal,0.682882883,-0.075344998
2022,Netherlands,Portugal,0.618233618,-0.094671087
2020,Netherlands,Spain,0.807422969,
2021,Netherlands,Spain,0.964001385,0.193923658
2022,Netherlands,Spain,0.887137137,-0.079734582
2020,Netherlands,Sweden,1.226594301,
2021,Netherlands,Sweden,1.179926561,-0.038046598
2022,Netherlands,Sweden,1.162689805,-0.014608329
2020,Netherlands,Switzerland,1.324414716,
2021,Netherlands,Switzerland,1.502994012,0.134836388
2022,Netherlands,Switzerland,1.521925134,0.012595607
2020,Netherlands,Turkey,0.346583851,
2021,Netherlands,Turkey,0.258733205,-0.253475877
2022,Netherlands,Turkey,0.265844322,0.027484359
2021,Netherlands,United Arab Emirates,0.724094881,
2022,Netherlands,United Arab Emirates,0.925,0.277456897
2020,Netherlands,United Kingdom,0.647729149,
2021,Netherlands,United Kingdom,0.735614308,0.135681957
2022,Netherlands,United Kingdom,0.852546346,0.158958351
2020,Netherlands,United States,0.650730741,
2021,Netherlands,United States,0.773089172,0.188032351
2022,Netherlands,United States,0.95811387,0.239331638
2019,New Zealand,Australia,1.573128599,
2020,New Zealand,Australia,0.916589862,-0.417345879
2021,New Zealand,Australia,1.216099071,0.326764698
2022,New Zealand,Australia,2.005250404,0.648920266
2020,New Zealand,Canada,0.893314367,
2020,New Zealand,India,0.237037037,
2021,New Zealand,India,0.600154679,1.531902552
2019,New Zealand,United Kingdom,0.770120989,
2020,New Zealand,United Kingdom,0.553015075,-0.281911436
2021,New Zealand,United Kingdom,0.448128693,-0.18966279
2022,New Zealand,United Kingdom,1.281973817,1.86072692
2019,New Zealand,United States,0.934995548,
2020,New Zealand,United States,0.666106443,-0.2875833
2021,New Zealand,United States,0.950668896,0.427202674
2022,New Zealand,United States,1.116157205,0.174075653
2021,Nigeria,Canada,7.318785579,
2022,Nigeria,Canada,6.88959276,-0.058642628
2021,Nigeria,India,0.949074074,
2022,Nigeria,India,0.65648855,-0.308285236
2022,Nigeria,United Arab Emirates,1.706777317,
2019,Nigeria,United Kingdom,1.495104895,
2020,Nigeria,United Kingdom,1.452593193,-0.028433926
2021,Nigeria,United Kingdom,3.331578947,1.293538868
2022,Nigeria,United Kingdom,4.398534127,0.320255109
2019,Nigeria,United States,3.508583691,
2020,Nigeria,United States,1.958577713,-0.441775404
2021,Nigeria,United States,2.818067754,0.43883377
2022,Nigeria,United States,2.006052632,-0.288146061
2019,Norway,Denmark,0.89819376,
2020,Norway,Denmark,0.878824969,-0.021564157
2021,Norway,Denmark,0.760210804,-0.134969044
2022,Norway,Denmark,0.927556818,0.220131066
2020,Norway,Sweden,1.146800502,
2021,Norway,Sweden,0.994736842,-0.13259818
2022,Norway,Sweden,0.853541417,-0.141942491
2020,Norway,United Kingdom,0.556986478,
2021,Norway,United Kingdom,0.587605203,0.054972115
2022,Norway,United Kingdom,0.829525483,0.411705477
2019,Norway,United States,0.764119601,
2020,Norway,United States,0.604336043,-0.209108048
2021,Norway,United States,0.649162011,0.074173911
2022,Norway,United States,0.992407809,0.528752133
2021,Pakistan,Australia,2.123772102,
2021,Pakistan,Canada,3.685454545,
2022,Pakistan,Canada,4.435643564,0.203554001
2020,Pakistan,Saudi Arabia,1.079450418,
2021,Pakistan,Saudi Arabia,1.081043316,0.001475657
2022,Pakistan,Saudi Arabia,2.670817542,1.47059253
2019,Pakistan,United Arab Emirates,1.607354686,
2020,Pakistan,United Arab Emirates,1.33044074,-0.172279304
2021,Pakistan,United Arab Emirates,1.316570486,-0.010425307
2022,Pakistan,United Arab Emirates,2.501802575,0.900242031
2020,Pakistan,United Kingdom,2.260557053,
2021,Pakistan,United Kingdom,3.394982079,0.501834282
2022,Pakistan,United Kingdom,4.277953586,0.260081346
2020,Pakistan,United States,1.9086468,
2021,Pakistan,United States,2.208945478,0.157335908
2022,Pakistan,United States,2.260493005,0.023335807
2020,Panama,United States,1.44637224,
2021,Panama,United States,2.014842301,0.393031645
2022,Panama,United States,1.845440495,-0.084076955
2022,Peru,Chile,1.30511811,
2020,Peru,Spain,2.082392777,
2021,Peru,Spain,3.109876543,0.493414969
2022,Peru,Spain,1.444444444,-0.535529972
2020,Peru,United States,1.322937626,
2021,Peru,United States,2.252307692,0.702504826
2022,Peru,United States,1.522277228,-0.324125548
2022,Peru,Venezuela,0.921664627,
2020,Philippines,Australia,2.621803499,
2021,Philippines,Australia,2.056577086,-0.215586871
2022,Philippines,Australia,3.9844098,0.937398713
2022,Philippines,Canada,8.046321526,
2020,Philippines,Qatar,0.844871795,
2022,Philippines,Qatar,1.15052161,
2020,Philippines,Saudi Arabia,0.740740741,
2021,Philippines,Saudi Arabia,0.607671602,-0.179643338
2022,Philippines,Saudi Arabia,0.703470032,0.157648358
2019,Philippines,Singapore,0.715827338,
2020,Philippines,Singapore,0.76947321,0.074942475
2021,Philippines,Singapore,0.623792801,-0.189324862
2022,Philippines,Singapore,1.314849624,1.107830713
2019,Philippines,United Arab Emirates,0.79395218,
2020,Philippines,United Arab Emirates,0.777483444,-0.020742731
2021,Philippines,United Arab Emirates,0.694137846,-0.107199192
2022,Philippines,United Arab Emirates,1.33130787,0.917930102
2022,Philippines,United Kingdom,3.026272578,
2019,Philippines,United States,2.361464968,
2020,Philippines,United States,1.849614396,-0.216751288
2021,Philippines,United States,2.046491481,0.106442232
2022,Philippines,United States,2.058896982,0.006061839
2022,Poland,Canada,3.535856574,
2020,Poland,France,1.017094017,
2021,Poland,France,0.9671875,-0.049067752
2022,Poland,France,1.346097202,0.391764474
2019,Poland,Germany,1.78677309,
2020,Poland,Germany,1.448674371,-0.189223086
2021,Poland,Germany,1.540775401,0.063576075
2022,Poland,Germany,1.851167844,0.201452102
2020,Poland,India,0.623762376,
2021,Poland,India,0.442708333,-0.290261243
2022,Poland,India,0.304266292,-0.312716141
2021,Poland,Italy,0.853773585,
2022,Poland,Italy,0.940145985,0.101165464
2020,Poland,Netherlands,1.392909897,
2021,Poland,Netherlands,1.643854749,0.180158711
2022,Poland,Netherlands,1.893442623,0.151830856
2020,Poland,Spain,0.994145199,
2021,Poland,Spain,1.269337017,0.2768125
2022,Poland,Spain,1.593555094,0.255423164
2022,Poland,Turkey,0.476557482,
2020,Poland,Ukraine,0.522309711,
2021,Poland,Ukraine,0.538503254,0.031003717
2022,Poland,Ukraine,0.267337585,-0.503554374
2019,Poland,United Kingdom,0.66874675,
2020,Poland,United Kingdom,0.733021721,0.096112574
2021,Poland,United Kingdom,0.653955606,-0.107863263
2022,Poland,United Kingdom,0.99933928,0.528145444
2019,Poland,United States,1.46374829,
2020,Poland,United States,0.969037657,-0.337975208
2021,Poland,United States,1.061908856,0.095838587
2022,Poland,United States,1.88400703,0.774170183
2022,Portugal,Belgium,1.326492537,
2020,Portugal,Brazil,0.421760514,
2021,Portugal,Brazil,0.388000752,-0.080044861
2022,Portugal,Brazil,0.27118567,-0.301069216
2020,Portugal,France,0.85011355,
2021,Portugal,France,0.876560333,0.031109706
2022,Portugal,France,0.924539171,0.054735351
2020,Portugal,Germany,1.145575642,
2021,Portugal,Germany,1.082664526,-0.054916597
2022,Portugal,Germany,1.008156607,-0.068819027
2021,Portugal,Ireland,0.89137931,
2022,Portugal,Ireland,1.054739653,0.183266922
2021,Portugal,Italy,0.762210797,
2022,Portugal,Italy,0.646264626,-0.152118247
2020,Portugal,Netherlands,1.354046243,
2021,Portugal,Netherlands,1.464379947,0.081484443
2022,Portugal,Netherlands,1.617511521,0.10457093
2020,Portugal,Spain,0.927594071,
2021,Portugal,Spain,1.084317032,0.168956407
2022,Portugal,Spain,1.222963316,0.12786508
2021,Portugal,Switzerland,1.385964912,
2022,Portugal,Switzerland,1.639291465,0.182779918
2020,Portugal,United Kingdom,1.013708514,
2021,Portugal,United Kingdom,0.861794501,-0.14985966
2022,Portugal,United Kingdom,0.897669337,0.041628064
2020,Portugal,United States,0.55276907,
2021,Portugal,United States,0.672354949,0.216339671
2022,Portugal,United States,0.770636792,0.146175534
2019,Puerto Rico,United States,1.386853817,
2020,Puerto Rico,United States,1.320778406,-0.047644107
2021,Puerto Rico,United States,1.483141272,0.12292968
2022,Puerto Rico,United States,1.603821656,0.081368098
2019,Qatar,India,1.518825782,
2020,Qatar,India,0.875677006,-0.423451316
2021,Qatar,India,0.804997952,-0.080713613
2022,Qatar,India,0.446493506,-0.44534827
2020,Qatar,Philippines,1.183611533,
2022,Qatar,Philippines,0.869170984,
2021,Qatar,Saudi Arabia,0.865067466,
2022,Qatar,Saudi Arabia,1.070718232,0.237728008
2020,Qatar,United Arab Emirates,1.054466231,
2021,Qatar,United Arab Emirates,1.008239376,-0.043839105
2022,Qatar,United Arab Emirates,0.713445378,-0.292384928
2020,Qatar,United Kingdom,1.517985612,
2021,Qatar,United Kingdom,1.378016086,-0.092207413
2022,Qatar,United Kingdom,1.361726954,-0.011820712
2020,Qatar,United States,1.119236884,
2021,Qatar,United States,1.582608696,0.414006917
2022,Qatar,United States,1.38,-0.128021978
2020,Romania,Germany,2.456,
2021,Romania,Germany,2.109271523,-0.14117609
2022,Romania,Germany,1.764705882,-0.163357651
2020,Romania,United Kingdom,1.468819599,
2021,Romania,United Kingdom,1.08991684,-0.257964123
2022,Romania,United Kingdom,1.158536585,0.062958698
2020,Romania,United States,1.10971223,
2021,Romania,United States,1.232421875,0.110577897
2022,Romania,United States,1.506451613,0.222350596
2022,Saudi Arabia,Australia,1.063247863,
2020,Saudi Arabia,Canada,1.55078125,
2021,Saudi Arabia,Canada,1.80317041,0.162749685
2022,Saudi Arabia,Canada,2.051480051,0.137707252
2019,Saudi Arabia,Egypt,0.680109991,
2020,Saudi Arabia,Egypt,1.231397724,0.810586141
2021,Saudi Arabia,Egypt,0.970352415,-0.21199106
2022,Saudi Arabia,Egypt,0.523995959,-0.459994173
2019,Saudi Arabia,India,1.027354678,
2020,Saudi Arabia,India,0.971282706,-0.054578982
2021,Saudi Arabia,India,1.152373192,0.186444673
2022,Saudi Arabia,India,0.520746018,-0.548109916
2020,Saudi Arabia,Jordan,0.781034483,
2021,Saudi Arabia,Jordan,0.592666006,-0.241178182
2022,Saudi Arabia,Jordan,0.513971599,-0.132780363
2020,Saudi Arabia,Pakistan,0.926397344,
2021,Saudi Arabia,Pakistan,0.925032314,-0.001473482
2022,Saudi Arabia,Pakistan,0.37441719,-0.595238799
2020,Saudi Arabia,Philippines,1.35,
2021,Saudi Arabia,Philippines,1.645625692,0.218981994
2022,Saudi Arabia,Philippines,1.421524664,-0.136179831
2021,Saudi Arabia,Qatar,1.155979203,
2022,Saudi Arabia,Qatar,0.933952528,-0.192068053
2019,Saudi Arabia,United Arab Emirates,0.878394333,
2020,Saudi Arabia,United Arab Emirates,1.04434751,0.188927878
2021,Saudi Arabia,United Arab Emirates,0.993033093,-0.049135385
2022,Saudi Arabia,United Arab Emirates,0.817321178,-0.176944672
2020,Saudi Arabia,United Kingdom,0.808293269,
2021,Saudi Arabia,United Kingdom,0.992286501,0.227631776
2022,Saudi Arabia,United Kingdom,1.036934441,0.044995009
2019,Saudi Arabia,United States,0.523252033,
2020,Saudi Arabia,United States,0.305972262,-0.415248785
2021,Saudi Arabia,United States,0.476521739,0.557401762
2022,Saudi Arabia,United States,0.682867825,0.433025545
2019,Singapore,Australia,2.751043115,
2020,Singapore,Australia,1.268388792,-0.538942598
2021,Singapore,Australia,1.455723542,0.147695054
2022,Singapore,Australia,1.830786644,0.257647205
2021,Singapore,Canada,2.624254473,
2022,Singapore,Canada,2.638573744,0.00545651
2020,Singapore,China,0.795894428,
2021,Singapore,China,0.803868646,0.01001919
2022,Singapore,China,0.783881678,-0.024863475
2020,Singapore,France,1.501246883,
2021,Singapore,France,1.565925926,0.043083549
2022,Singapore,France,0.847193347,-0.458982489
2020,Singapore,Germany,1.727984344,
2022,Singapore,Germany,1.462903226,
2019,Singapore,India,1.254035684,
2020,Singapore,India,0.832484725,-0.336155473
2021,Singapore,India,1.243366681,0.493560955
2022,Singapore,India,0.52646147,-0.576583901
2020,Singapore,Indonesia,1.126582278,
2021,Singapore,Indonesia,1.193415638,0.059323993
2022,Singapore,Indonesia,0.743806306,-0.376741612
2020,Singapore,Japan,1.214388489,
2021,Singapore,Japan,1.389301634,0.144033929
2022,Singapore,Japan,0.948488242,-0.317291351
2019,Singapore,Malaysia,0.54887218,
2020,Singapore,Malaysia,0.461431962,-0.159308891
2021,Singapore,Malaysia,0.509546539,0.104272312
2022,Singapore,Malaysia,0.331837955,-0.348758298
2019,Singapore,Philippines,1.396984925,
2020,Singapore,Philippines,1.299590404,-0.069717661
2021,Singapore,Philippines,1.603096411,0.233539742
2022,Singapore,Philippines,0.760543245,-0.525578599
2020,Singapore,Thailand,0.939899833,
2021,Singapore,Thailand,1.298479087,0.381507946
2022,Singapore,Thailand,0.878306878,-0.323587968
2020,Singapore,United Arab Emirates,1.052950076,
2021,Singapore,United Arab Emirates,1.724709784,0.637978689
2022,Singapore,United Arab Emirates,1.427331887,-0.172421992
2019,Singapore,United Kingdom,1.042735043,
2020,Singapore,United Kingdom,1.076767677,0.032637854
2021,Singapore,United Kingdom,1.580832527,0.468127769
2022,Singapore,United Kingdom,1.370122192,-0.133290739
2019,Singapore,United States,2.637130802,
2020,Singapore,United States,1.020198881,-0.613140584
2021,Singapore,United States,1.331347236,0.30498794
2022,Singapore,United States,1.283556569,-0.035896471
2020,South Africa,India,0.894259819,
2021,South Africa,India,0.961661342,0.075371298
2022,South Africa,India,0.88748019,-0.07713854
2020,South Africa,United Arab Emirates,1.392581144,
2021,South Africa,United Arab Emirates,1.556521739,0.117724268
